"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 18","456.3168","486.2795","504.3294","455.3227","-","-6.16%"
"Sep 18","486.2794","468.6881","488.3528","456.6156","-","3.75%"
"Aug 18","468.6881","464.8324","471.2727","443.3211","-","0.83%"
"Jul 18","464.8324","487.4373","487.4373","448.2172","-","-4.64%"
"Jun 18","487.4372","481.4273","488.3720","457.4799","-","1.25%"
"May 18","481.4273","475.7616","497.9823","469.2034","-","1.19%"
"Apr 18","475.7616","452.9353","479.7343","439.3048","-","5.04%"
"Mar 18","452.9353","443.3807","457.7705","436.6278","-","2.15%"
"Feb 18","443.3807","456.5330","462.2236","424.5855","-","-2.88%"
"Jan 18","456.5330","442.4357","465.8296","441.5399","-","3.19%"
"Dec 17","442.4357","424.2574","443.2997","413.7987","-","4.28%"
"Nov 17","424.2574","415.1419","432.0907","413.1466","-","2.20%"
"Oct 17","415.1419","399.3082","416.1082","390.3713","-","3.97%"
"Sep 17","399.3082","386.0041","406.1260","382.9666","-","3.45%"
"Aug 17","386.0041","388.0653","390.8692","371.8896","-","-0.53%"
"Jul 17","388.0653","372.3775","388.4450","363.4533","-","4.21%"
"Jun 17","372.3775","377.8538","380.9227","351.0973","-","-1.45%"
"May 17","377.8538","382.7658","394.9437","361.2262","-","-1.28%"
"Apr 17","382.7658","388.2245","403.0416","377.1620","-","-1.41%"
"Mar 17","388.2245","402.2199","405.3113","373.8730","-","-3.48%"
"Feb 17","402.2199","395.8302","409.1227","393.9101","-","1.61%"
"Jan 17","395.8302","398.1954","405.6180","388.8276","-","-0.60%"
"Dec 16","398.2039","377.2212","401.9152","376.2132","-","5.56%"
"Nov 16","377.2212","361.6230","379.3302","346.2047","-","4.31%"
"Oct 16","361.6230","364.4711","381.1020","361.0860","-","-0.78%"
"Sep 16","364.4711","348.2078","365.8137","341.2348","-","4.67%"
"Aug 16","348.2078","339.3952","372.0104","329.4018","-","2.60%"
"Jul 16","339.3952","374.0323","376.9073","333.2505","-","-9.26%"
"Jun 16","374.0323","370.9456","392.2399","362.4692","-","0.83%"
"May 16","370.9456","360.4070","374.9962","342.2777","-","2.92%"
"Apr 16","360.4070","323.3931","363.4704","309.0974","-","11.44%"
"Mar 16","323.4185","303.6298","340.7920","300.8680","-","6.52%"
"Feb 16","303.6298","300.6680","307.9799","280.2403","-","0.99%"
"Jan 16","300.6679","313.0684","317.5166","268.4058","-","-3.52%"
"Dec 15","311.6524","336.1496","339.1603","303.5347","-","-7.29%"
"Nov 15","336.1496","363.4441","370.3356","331.4841","-","-7.51%"
"Oct 15","363.4441","359.9150","386.1180","349.7723","-","1.14%"
"Sep 15","359.3369","380.8480","380.8480","354.1561","-","-5.65%"
"Aug 15","380.8480","378.3843","381.1822","334.3220","-","0.65%"
"Jul 15","378.3843","440.6926","440.6926","377.0640","-","-14.14%"
"Jun 15","440.6926","439.0936","450.3730","424.0622","-","0.36%"
"May 15","439.0937","445.5848","458.6795","424.0820","-","-1.46%"
"Apr 15","445.5848","396.6491","446.0030","395.3987","-","12.34%"
"Mar 15","396.6492","421.2419","421.3834","383.1626","-","-5.84%"
"Feb 15","421.2419","389.6819","428.5861","384.5017","-","8.10%"
"Jan 15","389.6819","418.1225","421.5643","372.1627","-","-6.80%"
"Dec 14","418.1225","479.1313","494.2051","415.0947","-","-13.27%"
"Nov 14","482.1124","539.5063","542.4941","481.0687","-","-10.65%"
"Oct 14","539.5923","574.6780","580.5638","526.9879","-","-6.04%"
"Sep 14","574.2939","610.3964","610.3964","573.2210","-","-5.99%"
"Aug 14","610.9172","621.3291","623.2529","597.9967","-","-1.73%"
"Jul 14","621.7026","658.6699","659.9107","620.8398","-","-5.60%"
"Jun 14","658.5723","649.2202","672.5403","643.2384","-","1.38%"
"May 14","649.6324","652.3050","660.7350","646.4343","-","-0.44%"
"Apr 14","652.5111","648.6354","663.4610","634.5349","-","0.56%"
"Mar 14","648.8570","650.2828","663.4803","636.4564","-","-0.12%"
"Feb 14","649.6444","621.8761","654.7819","617.6379","-","4.40%"
"Jan 14","622.2558","632.7500","635.0200","603.5600","-","-1.59%"
"Dec 13","632.2858","620.7400","642.5900","618.4000","-","1.96%"
"Nov 13","620.1170","622.5400","626.7500","604.6300","-","-0.39%"
"Oct 13","622.5243","632.4400","644.0900","620.0100","-","-1.56%"
"Sep 13","632.3998","657.4400","664.8100","628.2700","-","-3.75%"
"Aug 13","657.0511","638.9900","675.4400","623.1500","-","2.88%"
"Jul 13","638.6382","611.2300","654.1600","609.2900","-","4.47%"
"Jun 13","611.2961","615.7200","637.4000","604.5700","-","-0.68%"
"May 13","615.4581","621.1100","636.3200","608.0800","-","-1.44%"
"Apr 13","624.4350","652.9600","655.9500","596.3600","-","-4.67%"
"Mar 13","655.0464","647.0600","659.2100","637.8900","-","1.05%"
"Feb 13","648.2096","675.9400","681.7000","646.4500","-","-4.02%"
"Jan 13","675.3659","649.2700","677.1200","642.3600","-","4.45%"
"Dec 12","646.5846","652.1200","657.1100","629.7400","-","-0.53%"
"Nov 12","650.0503","637.2500","652.3600","622.4500","-","1.93%"
"Oct 12","637.7365","663.7800","674.7700","633.0700","-","-4.20%"
"Sep 12","665.7263","680.9300","699.1300","646.7000","-","-1.38%"
"Aug 12","675.0332","634.6600","682.3500","628.6500","-","6.17%"
"Jul 12","635.8224","596.5700","654.9100","590.4200","-","6.07%"
"Jun 12","599.4434","595.2700","602.2400","555.5600","-","0.54%"
"May 12","596.2044","684.2200","689.0400","594.4800","-","-12.95%"
"Apr 12","684.8785","691.2500","702.0900","667.9800","-","-0.56%"
"Mar 12","688.7121","703.4200","717.4500","680.8700","-","-2.10%"
"Feb 12","703.4976","662.2000","715.7700","653.6700","-","6.48%"
"Jan 12","660.6774","650.7800","673.5200","647.6600","-","2.44%"
"Dec 11","644.9144","658.8600","666.4200","613.3800","-","-1.99%"
"Nov 11","658.0235","647.0900","674.1000","627.9600","-","1.55%"
"Oct 11","647.9552","587.5900","659.8600","572.9200","-","9.64%"
"Sep 11","590.9992","675.5000","676.6100","583.6800","-","-12.40%"
"Aug 11","674.6877","693.3000","700.1400","614.5795","-","-1.66%"
"Jul 11","686.0772","663.7800","704.7000","656.4900","-","2.58%"
"Jun 11","668.8452","708.9100","712.2300","635.2700","-","-5.43%"
"May 11","707.2557","755.8400","761.6600","658.9300","-","-6.79%"
"Apr 11","758.7948","727.7500","762.2200","724.2700","-","4.57%"
"Mar 11","725.6232","691.6300","731.7200","668.4700","-","5.03%"
"Feb 11","690.8462","654.3900","709.1600","639.9800","-","5.43%"
"Jan 11","655.2648","635.1100","657.6200","611.8100","-","3.71%"
"Dec 10","631.8311","577.0500","633.7700","575.4200","-","9.72%"
"Nov 10","575.8382","567.3570","610.1700","543.9300","-","2.07%"
"Oct 10","564.1603","547.3880","577.9490","544.9090","-","3.31%"
"Sep 10","546.0645","500.0750","547.0090","499.2230","-","9.40%"
"Aug 10","499.1622","528.8650","546.7920","489.6890","-","-4.89%"
"Jul 10","524.8087","489.3990","524.8090","478.8430","-","5.98%"
"Jun 10","495.1775","482.4900","520.2440","469.8470","-","1.43%"
"May 10","488.1933","549.2900","555.7290","458.5630","-","-11.23%"
"Apr 10","549.9413","534.7640","555.1960","531.3040","-","3.73%"
"Mar 10","530.1587","522.1340","532.8500","510.1540","-","2.45%"
"Feb 10","517.4835","486.6000","524.5930","468.4350","-","6.45%"
"Jan 10","486.1450","533.5309","550.3790","484.1040","-","-7.33%"
"Dec 09","524.6207","515.6590","529.4600","484.5270","-","2.35%"
"Nov 09","512.5737","500.3280","526.4310","490.2290","-","3.17%"
"Oct 09","496.8077","460.6300","528.4300","447.7110","-","7.36%"
"Sep 09","462.7484","456.4180","476.5510","435.4270","-","1.97%"
"Aug 09","453.7870","463.8600","481.2170","445.2200","-","-0.79%"
"Jul 09","457.4070","454.7050","460.6700","398.3670","-","1.60%"
"Jun 09","450.2168","450.8100","480.1940","425.5340","-","1.62%"
"May 09","443.0531","364.5590","444.4980","363.5670","-","21.10%"
"Apr 09","365.8484","353.2090","382.7770","347.2380","-","2.04%"
"Mar 09","358.5256","329.6860","383.5790","312.5740","-","6.63%"
"Feb 09","336.2400","332.9540","353.9580","305.5850","-","0.01%"
"Jan 09","336.2046","338.3540","383.8440","325.8730","-","-3.68%"
"Dec 08","349.0380","382.1890","382.3420","307.8400","-","-10.65%"
"Nov 08","390.6464","447.6640","475.1120","362.9470","-","-13.09%"
"Oct 08","449.4610","622.2370","634.3520","413.3730","-","-27.77%"
"Sep 08","622.2371","663.9940","681.6360","588.4800","-","-12.13%"
"Aug 08","708.1559","754.2859","779.1860","689.2350","-","-6.85%"
"Jul 08","760.1992","869.7079","893.8589","744.0090","-","-11.89%"
"Jun 08","862.8090","781.7900","882.8130","764.8770","-","9.69%"
"May 08","786.5829","725.3199","828.3220","701.1050","-","9.09%"
"Apr 08","721.0670","661.5880","750.6210","655.6960","-","7.80%"
"Mar 08","668.9130","681.0820","722.6490","649.3210","-","-1.60%"
"Feb 08","679.7780","606.8040","686.3979","590.5680","-","11.74%"
"Jan 08","608.3780","614.0460","635.6379","575.8320","-","-0.29%"
"Dec 07","610.1689","576.1960","618.9709","565.2990","-","5.57%"
"Nov 07","577.9870","603.4000","623.6299","577.0460","-","-3.56%"
"Oct 07","599.3100","547.9720","600.3140","526.3560","-","9.74%"
"Sep 07","546.1330","496.8870","555.0670","492.8950","-","10.26%"
"Aug 07","495.3045","514.5959","517.7079","472.4000","-","-4.00%"
