"Date","Price","Open","High","Low","Change %"
"Jun 23, 2013","1.3960","1.4280","1.5580","1.3470","-2.31%"
"Jun 16, 2013","1.4290","1.0420","1.4360","1.0020","39.28%"
"Jun 09, 2013","1.0260","1.1000","1.2030","1.0020","-6.47%"
"Jun 02, 2013","1.0970","1.0430","1.1020","0.9470","7.13%"
"May 26, 2013","1.0240","0.9050","1.0900","0.9030","15.32%"
"May 19, 2013","0.8880","0.8370","0.9300","0.7790","6.73%"
"May 12, 2013","0.8320","0.8410","0.8650","0.7680","1.84%"
"May 05, 2013","0.8170","0.7270","0.8330","0.7190","12.38%"
"Apr 28, 2013","0.7270","0.6820","0.7340","0.6390","6.60%"
"Apr 21, 2013","0.6820","0.7100","0.7250","0.6530","-3.54%"
"Apr 14, 2013","0.7070","0.6910","0.7130","0.6710","2.61%"
"Apr 07, 2013","0.6890","0.6810","0.7470","0.6780","-0.29%"
"Mar 31, 2013","0.6910","0.7880","0.7920","0.6570","-10.14%"
"Mar 24, 2013","0.7690","0.8150","0.8290","0.7240","-3.51%"
"Mar 17, 2013","0.7970","0.7710","0.8190","0.7650","-4.44%"
"Mar 10, 2013","0.8340","0.8930","0.9110","0.8260","-6.29%"
"Mar 03, 2013","0.8900","0.7400","0.9210","0.7290","19.62%"
"Feb 24, 2013","0.7440","0.8380","0.8510","0.7390","-9.93%"
"Feb 17, 2013","0.8260","0.8720","0.8980","0.8220","-4.40%"
"Feb 10, 2013","0.8640","0.8270","0.9140","0.8250","4.47%"
"Feb 03, 2013","0.8270","0.9040","0.9200","0.8120","-6.87%"
"Jan 27, 2013","0.8880","0.8600","0.9180","0.8170","4.59%"
"Jan 20, 2013","0.8490","0.7790","0.8540","0.7310","11.56%"
"Jan 13, 2013","0.7610","0.7770","0.8080","0.7280","-2.06%"
"Jan 06, 2013","0.7770","0.8130","0.8190","0.7580","-4.19%"
"Dec 30, 2012","0.8110","0.7090","0.8590","0.7050","14.39%"
"Dec 23, 2012","0.7090","0.7630","0.7950","0.7050","-7.08%"
"Dec 16, 2012","0.7630","0.7050","0.7930","0.6910","10.90%"
"Dec 09, 2012","0.6880","0.6190","0.7090","0.5980","11.15%"
"Dec 02, 2012","0.6190","0.6170","0.6460","0.5910","0.00%"
"Nov 25, 2012","0.6190","0.6950","0.6950","0.6120","-10.29%"
"Nov 18, 2012","0.6900","0.6200","0.6920","0.6150","13.11%"
"Nov 11, 2012","0.6100","0.6400","0.6520","0.5980","-5.13%"
"Nov 04, 2012","0.6430","0.7210","0.7580","0.6220","-10.82%"
"Oct 28, 2012","0.7210","0.7420","0.7790","0.7150","-5.26%"
"Oct 21, 2012","0.7610","0.7520","0.8330","0.7410","1.60%"
"Oct 14, 2012","0.7490","0.7490","0.7490","0.7490","13.48%"
"Oct 07, 2012","0.6600","0.6600","0.6600","0.6600","-2.37%"
"Sep 30, 2012","0.6760","0.6760","0.6760","0.6760","8.16%"
"Sep 23, 2012","0.6250","0.6250","0.6250","0.6250","-6.72%"
"Sep 16, 2012","0.6700","0.6700","0.6700","0.6700","-6.69%"
"Sep 09, 2012","0.7180","0.7180","0.7180","0.7180","11.49%"
"Sep 02, 2012","0.6440","0.6440","0.6440","0.6440","9.52%"
"Aug 26, 2012","0.5880","0.5880","0.5880","0.5880","-17.18%"
"Aug 19, 2012","0.7100","0.7100","0.7100","0.7100","-11.14%"
"Aug 12, 2012","0.7990","0.7990","0.7990","0.7990","13.01%"
"Aug 05, 2012","0.7070","0.7070","0.7070","0.7070","6.16%"
"Jul 29, 2012","0.6660","0.6660","0.6660","0.6660","1.52%"
"Jul 22, 2012","0.6560","0.6560","0.6560","0.6560","13.89%"
"Jul 15, 2012","0.5760","0.5760","0.5760","0.5760","-7.40%"
"Jul 08, 2012","0.6220","0.6220","0.6220","0.6220","-3.57%"
"Jul 01, 2012","0.6450","0.6450","0.6450","0.6450","-9.92%"
"Jun 24, 2012","0.7160","0.7160","0.7160","0.7160","-5.04%"
"Jun 17, 2012","0.7540","0.7540","0.7540","0.7540","11.70%"
"Jun 10, 2012","0.6750","0.6750","0.6750","0.6750","-5.06%"
"Jun 03, 2012","0.7110","0.7110","0.7110","0.7110","14.31%"
"May 27, 2012","0.6220","0.6220","0.6220","0.6220","-18.37%"
"May 20, 2012","0.7620","0.7620","0.7620","0.7620","2.14%"
"May 13, 2012","0.7460","0.7460","0.7460","0.7460","-0.53%"
"May 06, 2012","0.7500","0.7500","0.7500","0.7500","-4.34%"
"Apr 29, 2012","0.7840","0.7840","0.7840","0.7840","-5.08%"
"Apr 22, 2012","0.8260","0.8260","0.8260","0.8260","-1.78%"
"Apr 15, 2012","0.8410","0.8410","0.8410","0.8410","-1.29%"
"Apr 08, 2012","0.8520","0.8520","0.8520","0.8520","-4.38%"
"Apr 01, 2012","0.8910","0.8910","0.8910","0.8910","-14.33%"
"Mar 25, 2012","1.0400","1.0400","1.0400","1.0400","-4.06%"
"Mar 18, 2012","1.0840","1.0840","1.0840","1.0840","-2.95%"
"Mar 11, 2012","1.1170","1.1170","1.1170","1.1170","24.39%"
