Date,avg_ret,regime
1/30/2011,2.918050933,1
1/23/2011,-0.17740499,1
1/16/2011,-2.17446918,1
1/9/2011,1.980690651,1
1/2/2011,1.146265571,1
12/26/2010,-0.248406014,1
12/19/2010,1.050045875,1
12/12/2010,0.259743342,1
12/5/2010,1.77275511,1
11/28/2010,2.837033346,1
11/21/2010,0.115257268,1
11/14/2010,0.231566502,1
11/7/2010,-2.246623144,1
10/31/2010,3.712660432,2
10/24/2010,0.332376619,1
10/17/2010,0.397005987,1
10/10/2010,1.531802707,1
10/3/2010,1.687375529,1
9/26/2010,0.166502592,1
9/19/2010,2.503694942,1
9/12/2010,2.16662073,1
9/5/2010,0.006519914,1
8/29/2010,3.899891446,2
8/22/2010,-0.340223795,1
8/15/2010,-0.163615594,1
8/8/2010,-4.802741703,0
8/1/2010,1.223483609,1
7/25/2010,-0.211201412,1
7/18/2010,4.568128537,2
7/11/2010,-1.601567589,1
7/4/2010,5.217203458,2
6/27/2010,-5.856792501,0
6/20/2010,-3.544146664,0
6/13/2010,2.612936552,1
6/6/2010,2.121148152,1
5/30/2010,-2.638123037,1
5/23/2010,0.981808172,1
5/16/2010,-5.062899862,0
5/9/2010,3.712185585,2
5/2/2010,-7.519315601,0
4/25/2010,-2.818217172,1
4/18/2010,2.566581442,1
4/11/2010,0.64864555,1
4/4/2010,1.982658303,1
3/28/2010,0.76207129,1
3/21/2010,0.705600594,1
3/14/2010,0.329400208,1
3/7/2010,1.384672419,1
2/28/2010,4.104654956,2
2/21/2010,-0.383400031,1
2/14/2010,3.120548038,2
2/7/2010,1.786519812,1
1/31/2010,-0.839336958,1
1/24/2010,-2.112220196,1
1/17/2010,-3.605390355,0
1/10/2010,-1.001507383,1
1/3/2010,2.703116416,1
12/27/2009,-1.033063055,1
12/20/2009,2.992157874,1
12/13/2009,0.597023606,1
12/6/2009,-0.115126246,1
11/29/2009,2.517730819,1
11/22/2009,-0.543970624,1
11/15/2009,-0.396563319,1
11/8/2009,2.001129476,1
11/1/2009,3.237133174,2
10/25/2009,-4.990216729,0
10/18/2009,-1.046527127,1
10/11/2009,0.967348202,1
10/4/2009,4.935998034,2
9/27/2009,-2.228180585,1
9/20/2009,-2.401491598,1
9/13/2009,2.911526109,1
9/6/2009,3.154166215,2
8/30/2009,-1.127718837,1
8/23/2009,0.159070291,1
8/16/2009,2.324960235,1
8/9/2009,-0.906392087,1
8/2/2009,2.228015406,1
7/26/2009,0.951789815,1
7/19/2009,4.610876123,2
7/12/2009,7.345838167,2
7/5/2009,-2.393521535,1
6/28/2009,-2.527067447,1
6/21/2009,0.086216825,1
6/14/2009,-2.453587655,1
6/7/2009,0.242345384,1
5/31/2009,3.718438262,2
5/24/2009,4.312513945,2
5/17/2009,0.566085867,1
5/10/2009,-5.179426546,0
5/3/2009,4.455217011,2
4/26/2009,1.504637413,1
4/19/2009,0.110211073,1
4/12/2009,1.7034422,1
4/5/2009,1.974276957,1
3/29/2009,4.579068405,2
3/22/2009,6.411856002,2
3/15/2009,1.699966807,1
3/8/2009,11.0005752,2
3/1/2009,-7.523102817,0
2/22/2009,-4.620984291,0
2/15/2009,-7.059965134,0
2/8/2009,-4.426260541,0
2/1/2009,6.124157972,2
1/25/2009,-0.391471979,1
1/18/2009,-3.203245734,0
1/11/2009,-3.638136918,0
1/4/2009,-4.26495726,0
12/28/2008,6.577054661,2
12/21/2008,-1.890713263,1
12/14/2008,1.918690384,1
12/7/2008,1.203618756,1
11/30/2008,-2.208271299,1
11/23/2008,13.04850701,2
11/16/2008,-9.299413156,0
11/9/2008,-7.666601356,0
11/2/2008,-4.569354851,0
10/26/2008,11.59924896,2
10/19/2008,-8.509052807,0
10/12/2008,3.354169411,2
10/5/2008,-16.78608779,0
9/28/2008,-10.5590545,0
9/21/2008,-4.490186587,0
9/14/2008,1.598865358,1
9/7/2008,0.42138465,1
8/31/2008,-3.4706494,0
8/24/2008,-0.721890997,1
8/17/2008,-1.186901111,1
8/10/2008,1.226230823,1
8/3/2008,3.06324019,2
7/27/2008,0.359017866,1
7/20/2008,0.856511933,1
7/13/2008,1.998654093,1
7/6/2008,-0.539525783,1
6/29/2008,-2.727235549,1
6/22/2008,-3.44290789,0
6/15/2008,-2.211157734,1
6/8/2008,-0.506211412,1
6/1/2008,-2.037708414,1
5/25/2008,2.626113693,1
5/18/2008,-3.088858428,0
5/11/2008,2.935871276,1
5/4/2008,-1.336295057,1
4/27/2008,1.26616171,1
4/20/2008,0.498994991,1
4/13/2008,4.547942005,2
4/6/2008,-3.098513587,0
3/30/2008,4.454429473,2
3/23/2008,-0.321307169,1
3/16/2008,2.677346126,1
3/9/2008,-0.108260529,1
3/2/2008,-3.048830505,0
2/24/2008,-1.472326534,1
2/17/2008,-0.339329347,1
2/10/2008,0.93862043,1
2/3/2008,-4.430900802,0
1/27/2008,4.918514048,2
1/20/2008,0.743852846,1
1/13/2008,-4.799711286,0
1/6/2008,-1.716726751,1
12/30/2007,-5.517077696,0
12/23/2007,-0.816113444,1
12/16/2007,2.178915828,1
12/9/2007,-2.927910556,1
12/2/2007,1.839485802,1
11/25/2007,2.457716798,1
11/18/2007,-1.520296024,1
11/11/2007,0.113330595,1
11/4/2007,-4.262503393,0
10/28/2007,-1.482540701,1
10/21/2007,2.575955442,1
10/14/2007,-3.930487847,0
10/7/2007,0.290066643,1
9/30/2007,3.046839679,2
9/23/2007,0.103009468,1
9/16/2007,2.997295498,1
9/9/2007,1.595218535,1
9/2/2007,-1.504550611,1
8/26/2007,-0.170507498,1
8/19/2007,2.330361491,1
8/12/2007,-0.798220471,1
8/5/2007,2.16041298,1
7/29/2007,-2.133479072,1
7/22/2007,-5.425717118,0
7/15/2007,-1.351007285,1
7/8/2007,1.153232453,1
7/1/2007,2.103395297,1
6/24/2007,0.130904065,1
6/17/2007,-1.700258445,1
6/10/2007,1.72784531,1
6/3/2007,-1.867282333,1
5/27/2007,2.03446478,1
5/20/2007,0.004552045,1
5/13/2007,0.247769268,1
5/6/2007,-0.191046204,1
4/29/2007,0.602220214,1
4/22/2007,0.630793378,1
4/15/2007,1.641290763,1
4/8/2007,0.715266499,1
4/1/2007,1.711207516,1
3/25/2007,-1.068152715,1
3/18/2007,3.568548838,2
3/11/2007,-0.920086126,1
3/4/2007,1.073273134,1
2/25/2007,-5.249746207,0
2/18/2007,0.366122317,1
2/11/2007,1.322851222,1
2/4/2007,-0.558526988,1
1/28/2007,2.050389981,1
1/21/2007,-0.299771116,1
1/14/2007,-0.840974496,1
1/7/2007,2.130285078,1
12/31/2006,-0.493092814,1
12/24/2006,0.639279918,1
12/17/2006,-1.542017711,1
12/10/2006,0.750539918,1
12/3/2006,1.105712416,1
11/26/2006,-1.007183277,1
11/19/2006,0.33060711,1
11/12/2006,1.982100696,1
11/5/2006,1.834953795,1
10/29/2006,-1.124007115,1
10/22/2006,0.55768641,1
10/15/2006,-0.081958934,1
10/8/2006,2.065403113,1
10/1/2006,1.486348744,1
9/24/2006,1.483618774,1
9/17/2006,-0.793310572,1
9/10/2006,2.369275087,1
9/3/2006,-1.252231355,1
8/27/2006,2.123210372,1
8/20/2006,-1.039425262,1
8/13/2006,3.94673878,2
8/6/2006,-1.6999486,1
7/30/2006,-0.024216838,1
7/23/2006,3.516437665,2
7/16/2006,-0.502214286,1
7/9/2006,-3.312183568,0
7/2/2006,-1.279556595,1
6/25/2006,2.96113066,1
6/18/2006,-0.434504325,1
6/11/2006,-0.439247027,1
6/4/2006,-3.649795132,0
5/28/2006,0.728571881,1
5/21/2006,0.927526319,1
5/14/2006,-2.202479498,1
5/7/2006,-3.668378371,0
4/30/2006,1.402614741,1
